"","X","upper","lower","pred","obs","type","variable"
"9407",1065,4.5564391889993,3.48788854690158,4.022164,3.9,"Calibration","pH"
"9413",1066,7.81020055070231,5.05096258864095,6.4305816,6.3,"Calibration","pH"
"9419",1067,6.11556875315101,4.31014573964684,5.2128572,5.2,"Calibration","pH"
"9425",1068,7.09519365088683,4.74105760796327,5.9181256,5.9,"Calibration","pH"
"9431",1069,7.381628249502,4.85400083222407,6.1178145,6.1,"Calibration","pH"
"9437",1070,10.1211910775989,6.00431627713747,8.062754,8.2,"Calibration","pH"
"9443",1071,6.32085422965396,4.39437003639828,5.357612,5.4,"Calibration","pH"
"9449",1072,6.03507317651625,4.27478896032457,5.154931,5.2,"Calibration","pH"
"9455",1073,5.58233115954188,4.04506065564367,4.813696,4.7,"Calibration","pH"
"9461",1074,7.0011877496185,4.70042376924137,5.8508058,5.9,"Calibration","pH"
"9467",1075,6.74729009159705,4.58831266871789,5.6678014,5.6,"Calibration","pH"
"9473",1076,6.67721402886382,4.55423414465913,5.615724,5.5,"Calibration","pH"
"9478",1077,5.06788272647043,3.76340370388845,4.415643,4.4,"Calibration","pH"
"9485",1078,6.71817097361382,4.54312339131537,5.630647,5.7,"Calibration","pH"
"9490",1079,5.96995138747752,4.20700860397756,5.08848,5,"Calibration","pH"
"9496",1080,7.07252291949639,4.68795605389228,5.8802395,6,"Calibration","pH"
"9502",1081,6.19782238569086,4.30865878496343,5.2532406,5.2,"Calibration","pH"
"9509",1082,5.79464294391645,4.1350064091109,4.9648247,5,"Calibration","pH"
"9515",1083,8.51405842424819,5.41381423352769,6.9639363,7.2,"Calibration","pH"
"9521",1084,6.00798865179182,4.2457268633449,5.1268578,5.1,"Calibration","pH"
"9527",1085,5.98065336928111,4.21796075120229,5.099307,5.1,"Calibration","pH"
"9533",1086,6.25228630475678,4.33478606767974,5.293536,5.3,"Calibration","pH"
"9539",1087,6.06311085671135,4.26612708121589,5.164619,5.2,"Calibration","pH"
"9546",1088,10.9574341780417,6.32173108990267,8.639583,8.9,"Calibration","pH"
"9551",1089,6.357234594781,4.36386239771168,5.3605485,5.3,"Calibration","pH"
"9557",1090,6.43528476840414,4.44136318081461,5.438324,5.48,"Calibration","pH"
"9563",1091,6.03548151154745,4.25122541289103,5.1433535,5.2,"Calibration","pH"
"9569",1092,7.4696597175675,4.88151368331141,6.1755867,6.1,"Calibration","pH"
"9575",1093,6.50790352285099,4.45236259043026,5.480133,5.4,"Calibration","pH"
"9581",1094,6.67483619144427,4.53536602565778,5.605101,5.7,"Calibration","pH"
"9586",1095,6.89956307518273,4.62476801765174,5.7621655,5.7,"Calibration","pH"
"9592",1096,6.87385422250987,4.65444987752675,5.764152,5.7,"Calibration","pH"
"9599",1097,10.2291402172294,6.0005331683907,8.114837,7.8,"Calibration","pH"
"9605",1098,8.06594555712636,5.17207343243663,6.6190095,6.6,"Calibration","pH"
"9611",1099,6.09371140190847,4.29984233191721,5.196777,5.2,"Calibration","pH"
"9617",1100,5.52971337462993,4.01700999115377,4.7733617,4.8,"Calibration","pH"
"9623",1101,6.51964361616421,4.43024079850864,5.474942,5.5,"Calibration","pH"
"9629",1102,8.57765310338149,5.34486562678209,6.9612594,7.3,"Calibration","pH"
"9635",1103,5.91369755095768,4.20714633637142,5.060422,5,"Calibration","pH"
"9641",1104,5.73574092973203,4.14297458540469,4.9393578,4.9,"Calibration","pH"
"9647",1105,7.97368832526585,5.14838294090846,6.5610356,6.6,"Calibration","pH"
"9653",1106,6.1829123699625,4.20037029147549,5.1916413,5.4,"Calibration","pH"
"9658",1107,5.73717994148907,4.14100151603046,4.9390907,5,"Calibration","pH"
"9665",1108,5.28476385902161,3.9287552373529,4.6067595,4.6,"Calibration","pH"
"9671",1109,5.26830543321346,3.81922184187199,4.5437636,4.6,"Calibration","pH"
"9677",1110,9.20670209413371,5.58269133085408,7.3946967,7.1,"Calibration","pH"
"9682",1111,6.51286453917951,4.43992572113543,5.476395,5.6,"Calibration","pH"
"9689",1112,7.1586507613187,4.71732866220424,5.9379897,6,"Calibration","pH"
"9694",1113,5.81561281132144,4.17434309077817,4.994978,5.1,"Calibration","pH"
"9701",1114,6.70728044483719,4.5487410547966,5.6280107,5.4,"Calibration","pH"
"9707",1115,6.3973085629759,4.42181375147722,5.409561,5.5,"Calibration","pH"
"9713",1116,6.47610329793518,4.40025282694275,5.438178,5.5,"Calibration","pH"
"9719",1117,6.83662517213408,4.56697456694063,5.7018,5.8,"Calibration","pH"
"9725",1118,6.42755650914798,4.42627382837643,5.426915,5.5,"Calibration","pH"
"9731",1119,5.78803912129209,4.15625008616641,4.9721446,4.9,"Calibration","pH"
"9736",1120,5.79001119576168,4.15911886252689,4.974565,5,"Calibration","pH"
"9743",1121,6.6951416743172,4.58145820971601,5.6383,5.7,"Calibration","pH"
"9749",1122,9.92578971846522,5.96689331070959,7.9463415,7.9,"Calibration","pH"
"9755",1123,5.9931653425291,4.2552420213625,5.1242037,5.1,"Calibration","pH"
"9761",1124,7.01865798817656,4.69920986308076,5.858934,5.8,"Calibration","pH"
"9767",1125,6.19479818049179,4.33614950474991,5.265474,5.2,"Calibration","pH"
"9773",1126,6.47363710368886,4.39224386249767,5.4329405,5.4,"Calibration","pH"
"9779",1127,5.77141407055997,4.15458843188143,4.9630013,4.9,"Calibration","pH"
"9785",1128,6.28553718578494,4.37293201434934,5.3292346,5.3,"Calibration","pH"
"9791",1129,7.41500632566139,4.84586079317405,6.1304336,6,"Calibration","pH"
"9797",1130,4.40187890478918,3.39605991891077,3.8989694,3.9,"Calibration","pH"
"9802",1131,6.74387189587388,4.52574232379165,5.634807,5.7,"Calibration","pH"
"9809",1132,6.96760174885588,4.67130473002595,5.8194532,5.8,"Calibration","pH"
"9815",1133,6.70117797014215,4.53996716383002,5.6205726,5.5,"Calibration","pH"
"9821",1134,5.94681431217603,4.2218830450017,5.0843487,5.1,"Calibration","pH"
"9827",1135,7.51670426433392,4.94799929554156,6.232352,6.3,"Calibration","pH"
"9833",1136,6.34721401230107,4.3976456831335,5.37243,5.4,"Calibration","pH"
"9839",1137,5.83063356476161,4.15528352660801,4.9929585,4.9,"Calibration","pH"
"9844",1138,7.40072121979454,4.87132200835487,6.1360216,6.2,"Calibration","pH"
"9851",1139,6.3166124909305,4.3674695403195,5.342041,5.3,"Calibration","pH"
"9857",1140,6.8383324829284,4.60646503294074,5.7223988,5.5,"Calibration","pH"
"9863",1141,5.40134741299229,3.96968244082851,4.685515,4.7,"Calibration","pH"
"9869",1142,6.23400670066681,4.27402895912323,5.254018,5.3,"Calibration","pH"
"9875",1143,5.94728919842248,4.22914627215857,5.0882177,5.1,"Calibration","pH"
"9881",1144,6.77980216826805,4.62275520477882,5.7012787,5.7,"Calibration","pH"
"9887",1145,6.34809481043657,4.36888898472944,5.358492,5.4,"Calibration","pH"
"9893",1146,5.56578239118791,4.06044594133162,4.813114,4.8,"Calibration","pH"
"9899",1147,5.04891410592458,3.79312214132884,4.421018,4.7,"Calibration","pH"
"9905",1148,8.14730254670166,5.18175228575684,6.6645274,7,"Calibration","pH"
"9911",1149,6.18312454452519,4.33735656509395,5.2602406,5.2,"Calibration","pH"
"9917",1150,7.47607530176131,4.92794405401262,6.2020097,6.25,"Calibration","pH"
"9923",1151,7.18140164934971,4.77375181592129,5.9775767,5.9,"Calibration","pH"
"9929",1152,6.14320585902317,4.30637433354275,5.22479,5.3,"Calibration","pH"
"9935",1153,6.64417986891563,4.5317596910209,5.58797,5.4,"Calibration","pH"
"9940",1154,5.9520847188258,4.05277043711902,5.0024276,5,"Calibration","pH"
"9947",1155,6.6752456218399,4.52393688853607,5.5995913,5.7,"Calibration","pH"
"9953",1156,5.9188316482046,4.13986795964452,5.02935,5,"Calibration","pH"
"9959",1157,7.39284581286267,4.90498476880237,6.1489153,6.2,"Calibration","pH"
"9964",1158,8.60116415088082,5.39048643047905,6.9958253,6.8,"Calibration","pH"
"9971",1159,6.71727686772858,4.54713505854096,5.632206,5.6,"Calibration","pH"
"9977",1160,7.64614723403972,4.99163104812581,6.318889,6.4,"Calibration","pH"
"9983",1161,5.96908707653489,4.24266104663406,5.105874,5.2,"Calibration","pH"
"9989",1162,7.47057889118715,4.91461016520933,6.1925945,6.32,"Calibration","pH"
"9994",1163,7.452138305472,4.87153208179606,6.161835,6.2,"Calibration","pH"
"10000",1164,7.29178287207336,4.82250259698182,6.0571427,6,"Calibration","pH"
"10007",1165,5.54287075408794,3.98068786255024,4.7617793,4.8,"Calibration","pH"
"10013",1166,5.88789480565347,4.20573598505698,5.0468154,5.1,"Calibration","pH"
"10018",1167,7.14215612493362,4.74855565942917,5.945356,6,"Calibration","pH"
"10025",1168,6.65794963847721,4.44239978779232,5.5501747,5.6,"Calibration","pH"
"10031",1169,6.90078752245998,4.68251116070652,5.7916493,5.7,"Calibration","pH"
"10037",1170,6.31154368222683,4.39153458773167,5.351539,5.4,"Calibration","pH"
"10043",1171,6.82012482873506,4.56797198065215,5.6940484,5.7,"Calibration","pH"
"10049",1172,6.9322116070713,4.65884044828759,5.795526,5.9,"Calibration","pH"
"10055",1173,6.84699898581841,4.60382289070746,5.725411,5.8,"Calibration","pH"
"10061",1174,6.86165099358546,4.60828060889256,5.734966,5.9,"Calibration","pH"
"10066",1175,6.74476252234833,4.57657803856475,5.6606703,5.7,"Calibration","pH"
"10073",1176,7.06953063902634,4.73394187989456,5.9017363,5.9,"Calibration","pH"
"10079",1177,7.06785683711257,4.70557494084153,5.886716,5.9,"Calibration","pH"
"10085",1178,6.82971431995373,4.58076904033679,5.7052417,5.6,"Calibration","pH"
"10091",1179,6.64532399272797,4.53271555805328,5.58902,5.8,"Calibration","pH"
"10097",1180,5.99141465378367,4.22911490249074,5.110265,5.1,"Calibration","pH"
"10102",1181,5.85456157892993,4.15194915562818,5.0032554,5.1,"Calibration","pH"
"10109",1182,6.35416264250583,4.38543086335355,5.3697968,5.4,"Calibration","pH"
"10115",1183,5.98039853603598,4.24886095493082,5.1146297,5.2,"Calibration","pH"
"10121",1184,5.28816337304322,3.8780048398474,4.583084,4.5,"Calibration","pH"
"10126",1185,6.25800582754922,4.36810711037803,5.3130565,5.5,"Calibration","pH"
"10133",1186,6.02405608748589,4.19158016587104,5.107818,5.2,"Calibration","pH"
"10139",1187,6.74500975262532,4.56461778033367,5.654814,5.8,"Calibration","pH"
"10145",1188,7.09305912195976,4.6650528317756,5.879056,6.3,"Calibration","pH"
"10151",1189,5.94785197217177,4.16716496508409,5.0575085,5,"Calibration","pH"
"10157",1190,6.91721824035221,4.63667580261654,5.776947,6,"Calibration","pH"
"10163",1191,7.80748133153028,5.03629441767626,6.421888,6.6,"Calibration","pH"
"10168",1192,5.01725382424995,3.76418691061333,4.3907204,4.5,"Calibration","pH"
"10174",1193,5.73158647008097,4.12229441218222,4.9269404,4.9,"Calibration","pH"
"10181",1194,5.60104322430746,4.06868696215495,4.834865,4.9,"Calibration","pH"
"10187",1195,6.11052151325597,4.29740313884364,5.2039623,5.2,"Calibration","pH"
"10193",1196,6.911027977235,4.63359635137828,5.772312,5.9,"Calibration","pH"
"10198",1197,6.26269538335481,4.30912869043669,5.285912,5.4,"Calibration","pH"
"10205",1198,6.91968338349943,4.63687427183505,5.778279,5.8,"Calibration","pH"
"10211",1199,5.82269557950343,4.17492214205419,4.998809,5.1,"Calibration","pH"
"10217",1200,6.24729885006435,4.36934791659825,5.3083234,5.3,"Calibration","pH"
"10223",1201,7.1553817727968,4.66471615048201,5.910049,5.9,"Calibration","pH"
"10229",1202,4.88716674689741,3.70378326530962,4.295475,4.4,"Calibration","pH"
"10235",1203,5.77230320318253,4.15782298700301,4.965063,4.9,"Calibration","pH"
"10241",1204,7.82576514631375,5.07287262529269,6.449319,6.5,"Calibration","pH"
"10247",1205,8.07703445590683,5.14944412075333,6.6132393,6.7,"Calibration","pH"
"10253",1206,6.61984504283468,4.50768028675516,5.5637627,5.8,"Calibration","pH"
"10259",1207,8.19916999092582,5.22891915091988,6.7140446,6.7,"Calibration","pH"
"10264",1208,6.81703580402066,4.59679686046909,5.7069163,5.7,"Calibration","pH"
"10270",1209,4.87916418155093,3.69424680630307,4.2867055,4.3,"Calibration","pH"
"10277",1210,5.82402333523489,4.17696943972849,5.0004964,5,"Calibration","pH"
"10283",1211,7.4671432790044,4.89626099498241,6.181702,6.1,"Calibration","pH"
"10288",1212,6.25392083632629,4.36954756272157,5.311734,5.3,"Calibration","pH"
"10295",1213,6.95039136122484,4.67999785233717,5.8151946,5.9,"Calibration","pH"
"10300",1214,5.90196914302376,4.20705967319938,5.0545144,5,"Calibration","pH"
"10307",1215,6.33263942015973,4.40858582245501,5.3706126,5.4,"Calibration","pH"
"10312",1216,5.19477890437359,3.85082007939106,4.5227995,4.5,"Calibration","pH"
"10319",1217,8.11048828059207,5.19471801823606,6.652603,6.8,"Calibration","pH"
"10325",1218,6.91761857027198,4.54137724881982,5.729498,5.8,"Calibration","pH"
"10331",1219,6.89064869534646,4.65094104159201,5.770795,5.8,"Calibration","pH"
"10337",1220,6.52291396797431,4.45273300468194,5.4878235,5.4,"Calibration","pH"
"10343",1221,9.06127818468618,5.60853592511607,7.334907,7.3,"Calibration","pH"
"10348",1222,5.90135006723077,4.2058429259333,5.0535965,5,"Calibration","pH"
"10354",1223,5.89536607322199,4.2000633472492,5.0477147,5.1,"Calibration","pH"
"10360",1224,7.04022160048331,4.71405658250009,5.877139,5.93,"Calibration","pH"
"10367",1225,7.36097147301848,4.89439103766268,6.1276813,6.1,"Calibration","pH"
"10373",1226,5.33858919320308,3.87559747519292,4.6070933,5,"Calibration","pH"
"10379",1227,6.03878979018176,4.25888248154676,5.148836,5,"Calibration","pH"
"10385",1228,7.30933113053698,4.86911754652601,6.0892243,6,"Calibration","pH"
"10391",1229,6.65762163938299,4.51639817415461,5.58701,5.6,"Calibration","pH"
"10397",1230,5.44421554228391,4.00015472749148,4.722185,4.7,"Calibration","pH"
"10403",1231,8.81343344730428,5.45823117214152,7.1358323,7.1,"Calibration","pH"
"10409",1232,5.53187567251366,4.01145356637794,4.7716646,5.1,"Calibration","pH"
"10415",1233,9.31810828845697,5.70476177532477,7.511435,8.3,"Calibration","pH"
"10421",1234,6.34785378745542,4.40042578407778,5.37414,5.4,"Calibration","pH"
"10426",1235,6.82151658836815,4.58485452827003,5.7031856,5.7,"Calibration","pH"
"10433",1236,7.44243473804516,4.89946799480396,6.1709514,6.5,"Calibration","pH"
"10438",1237,7.28910065608362,4.84323119206091,6.066166,6.2,"Calibration","pH"
"10445",1238,6.35935722239344,4.41128696553381,5.385322,5.5,"Calibration","pH"
"10451",1239,5.94480180483145,4.1685872103663,5.0566945,5.1,"Calibration","pH"
"10457",1240,8.4076826972897,5.36305018234897,6.8853664,7,"Calibration","pH"
"10463",1241,5.71506019053274,4.117229505207,4.916145,4.9,"Calibration","pH"
"10469",1242,8.49485943880796,5.35657336148501,6.9257164,7.3,"Calibration","pH"
"10475",1243,5.59240221923066,4.06691002899932,4.829656,4.9,"Calibration","pH"
"10481",1244,6.16366447926285,4.33267436503647,5.2481694,5.2,"Calibration","pH"
"10487",1245,6.89381040507418,4.64807210987943,5.7709413,5.5,"Calibration","pH"
"10493",1246,6.13864718542333,4.2886818779922,5.2136645,5.1,"Calibration","pH"
"10499",1247,5.9430224009982,4.23128351483432,5.087153,5.6,"Calibration","pH"
"10505",1248,6.62090596179831,4.48063078899515,5.5507684,5.6,"Calibration","pH"
"10511",1249,4.92047283711488,3.69390418467467,4.3071885,4.2,"Calibration","pH"
"10517",1250,4.50402921858231,3.4103971081694,3.9572132,3.9,"Calibration","pH"
"10523",1251,6.4043452820908,4.3512117781509,5.3777785,5.4,"Calibration","pH"
"10529",1252,6.23338852269763,4.35603370325452,5.294711,5.2,"Calibration","pH"
"10535",1253,6.68320783696397,4.55731454767958,5.620261,5.7,"Calibration","pH"
"10541",1254,4.89844339887037,3.67883664568529,4.28864,4.2,"Calibration","pH"
"10547",1255,5.02870155592872,3.75607131699609,4.3923864,4.4,"Calibration","pH"
"10553",1256,10.8216495641863,6.20281599672674,8.512233,8.6,"Calibration","pH"
"10559",1257,5.47380897224161,3.98871830284384,4.7312636,4.8,"Calibration","pH"
"10565",1258,7.53472889942001,4.88963995891739,6.2121844,6.1,"Calibration","pH"
"10571",1259,5.69816337617371,4.12328590361144,4.9107246,4.9,"Calibration","pH"
"10577",1260,7.7082701169275,5.026715234635,6.3674927,6.5,"Calibration","pH"
"10583",1261,5.93035632186899,4.22431439346304,5.0773354,4.9,"Calibration","pH"
"10589",1262,6.77700907039946,4.57077783298189,5.6738935,5.7,"Calibration","pH"
"10595",1263,6.58953890367234,4.49942841963089,5.5444837,5.6,"Calibration","pH"
"10601",1264,6.56834786034782,4.47374160193245,5.5210447,5.6,"Calibration","pH"
"10607",1265,9.0254648423901,5.63725202314945,7.3313584,7.5,"Calibration","pH"
"10613",1266,7.91167196729175,5.10823026201733,6.509951,6.4,"Calibration","pH"
"10619",1267,6.22862450892493,4.34523184483484,5.286928,5.4,"Calibration","pH"
"10624",1268,8.43200424522694,5.28702327399913,6.8595138,6.7,"Calibration","pH"
"10631",1269,8.91839731242675,5.5691896626709,7.2437935,7.5,"Calibration","pH"
"10637",1270,7.21328808366864,4.7765590995589,5.9949236,6.05,"Calibration","pH"
"10643",1271,7.50081026996432,4.9152873710269,6.208049,6.1,"Calibration","pH"
"10649",1272,6.77059815232313,4.57800414259875,5.674301,5.66,"Calibration","pH"
"10655",1273,6.69378509285347,4.54998073814018,5.621883,5.6,"Calibration","pH"
"10661",1274,6.39718352815198,4.39499557951403,5.3960896,5.3,"Calibration","pH"
"10667",1275,5.87293892449985,4.19423121862759,5.033585,5.1,"Calibration","pH"
"10673",1276,6.22103299846646,4.34200392017367,5.2815185,5.3,"Calibration","pH"
"10679",1277,6.99793671394772,4.67324115012699,5.835589,5.8,"Calibration","pH"
"10684",1278,5.67596795733162,4.09962580029777,4.887797,5.1,"Calibration","pH"
"10691",1279,6.73173179867929,4.59872874972159,5.6652303,5.6,"Calibration","pH"
"10697",1280,6.85986080201284,4.61816272703989,5.739012,5.8,"Calibration","pH"
"10703",1281,5.66911520632887,4.11175427761888,4.8904347,4.8,"Calibration","pH"
"10709",1282,5.6905691397875,4.05849625938242,4.8745327,4.8,"Calibration","pH"
"10715",1283,6.12039435323647,4.31139504495688,5.2158947,5.2,"Calibration","pH"
"10721",1284,6.13200522568961,4.31790779921274,5.2249565,5.2,"Calibration","pH"
"10727",1285,6.76020609665877,4.56798470686907,5.6640954,5.61,"Calibration","pH"
"10733",1286,6.87422708483517,4.67244859723271,5.773338,5.9,"Calibration","pH"
"10739",1287,6.77334614144553,4.57050780905496,5.671927,5.7,"Calibration","pH"
"10745",1288,6.14002593623653,4.3184835089539,5.2292547,5.4,"Calibration","pH"
"10751",1289,6.65396953595017,4.52975868212845,5.591864,5.6,"Calibration","pH"
"10756",1290,6.38695353260565,4.42535954722834,5.4061565,5.4,"Calibration","pH"
"10763",1291,6.81414043475942,4.58964050243541,5.7018905,5.8,"Calibration","pH"
"10768",1292,6.57733441368587,4.49551676734441,5.5364256,5.6,"Calibration","pH"
"10775",1293,7.61557700898142,5.00313923094778,6.309358,6.4,"Calibration","pH"
"10781",1294,7.64337354358425,4.56504053417454,6.104207,6,"Calibration","pH"
"10787",1295,4.23609072692863,3.30298655502327,3.7695386,3.8,"Calibration","pH"
"10793",1296,4.89042811879256,3.59382862559221,4.2421284,4.3,"Calibration","pH"
"10799",1297,6.64729252697373,4.56392249225235,5.6056075,5.5,"Calibration","pH"
"10805",1298,6.77250404518544,4.59979419547618,5.686149,5.64,"Calibration","pH"
"10810",1299,4.44772654001696,3.43078774983899,3.9392571,3.9,"Calibration","pH"
